Name,Address,Type,Phone,Website,Indoor.play,Birthday,Camps,Parent.morning.night.out,Story_time,Drop.in.care,Classes,latitude,longitude
Adventure Landing,2600 E Franklin Blvd Gastonia NC 28056,Adventure & Amusement Park,(919) 000-1111,www.adventurelanding.com,,1,,,,,,35.26061354,-81.13173596
Adventure Landing,3311 Capital Blvd Raleigh NC 27604,Adventure & Amusement Park,(919) 000-1111,www.adventurelanding.com,,1,,,,,,35.82440589,-78.58751579
Xtreme Kombat,"7460 Highway 98 / Wake Forest Hwy Durham, NC 27703",Adventure & Amusement Park,(919) 596-6100,www.xtremeparkadventures.com,,1,1,,,,,35.9789413,-78.7361674
Gridlock Amusements,415 Western Blvd # B Jacksonville NC 28546,Adventure & Amusement Park,(910) 000-1111,www.j-vegas.com,,1,,,,,,34.768219,-77.38507812
Asheville Treetops Adventure Park,"85 Expo Drive Asheville, NC 28806",Adventure & Amusement Park,(828) 225-2921,http://ashevilletreetopsadventurepark.com/asheville-treetops-adventure-park/,,1,1,,,,,35.5933058,-82.5827901
Carowinds,14523 Carowinds Blvd Charlotte NC 28273,Adventure & Amusement Park,(704) 588-2600,www.cedarfair.com,,,,,,,,35.10066165,-80.94953477
Mall Jump At Hanes Mall,3320 Silas Creek Pkwy # K300 Winston Salem NC 27103,Adventure & Amusement Park,(336) 774-3979,www.shophanesmall.com/store/jump_out,,,,,,,,36.0738523,-80.29876528
Pullen Park,520 Ashe Ave Raleigh NC 27606,Adventure & Amusement Park,(919) 996-6468,www.raleighnc.gov/parks-and-recreation/places/pullen-park-amusements,,,,,,,,35.77905734,-78.66233907
Raised in a Barn Farm ,2100 Nc Highway 33 E Chocowinity NC 27817,Adventure & Amusement Park,(252) 945-6153,www.facebook.com/raisedinabarnfarm,,,,,,,,35.4943284,-77.07533814
BBS Amusements,1300 Arendell St Morehead City NC 28557,Adventure & Amusement Park,(252) 499-9065,www.crystalcoastnc.org/listing/bbs-amusements-flashbax-arcade/23593/,,,,,,,,34.72202885,-76.71980437
Maze Craze,370 Artesia Rd Hallsboro NC 28442,Corn Maze,(910) 520-8940,www.ncmazecraze.com,,,,,,,,34.3276601,-78.57717664
CAMACHOS MINI FARM ACRES,"5103 Fallston Road Lawndale, NC 28090",Farm,704-297-8098,https://www.camachominifarmacres.com/?,,1,,,,,,35.4361884,-81.5024596
Sweet Valley Ranch,"2990 Sunnyside School Road Fayetteville, NC 28312",Farm,(844) 622-3276,https://www.sweetvalleyranchnc.com/contact-us,,1,,,,,,35.024683,-78.8137405
SonRidge Farm,"246 Wright Rd, Kings Mountain, NC 28086",Farm,704-734-0809,https://www.sonridgefarm.com,,1,1,,,,,35.267241,-81.403836
Apple Hill Farm,"400 Apple Hill Road Banner Elk, NC 28604",Farm,(828) 963-1662,https://applehillfarmnc.com,,1,,,,,1,36.195398,-81.820088
The Pint Sized Pasture,"_1525 Fire Tower Rd, Sanford, NC 27330",Farm,(919) 498-4466,https://www.thepintsizedpasture.com,,1,,,,,,35.4464832,-79.1878277
Planet Peace Farm,"6121 Forestville Road Raleigh, NC 27604",Farm,(919) 995-1743,https://www.planetpeaceful.org,,1,,,,,,35.8225552,-78.5017071
Winterpast Farm,"12936 Ghoston Rd, Wake Forest, NC 27587",Farm,(919) 244-1800,http://winterpast.org,,1,,,,,,35.9966145,-78.6697628
Freedom Hill Farm,"311 Mize Nursery Ln , Columbus, NC ",Farm,(203) 321-6178,https://www.facebook.com/freedomhillfarmny/?_rdr,,,,,,,,35.2686842,-82.1713632
Biltmore Farmyard,"1 Lodge St Asheville, NC 28803",Farm,800.411.3812,https://www.biltmore.com/visit/biltmore-estate/antler-hill-village/farmyard/,,,,,,,,35.5694466,-82.5386095
Upton Family Farm,"8216 S Hebron Church Rd, Vale, NC 28168",Farm,(704) 600-5023,https://uptonfamilyfarm.com,,,,,,,,35.525777,-81.498933
Barefoot Creek Farm MOBILE Petting Zoo,"Freedom Ln, Hope Mills, NC, United States of America",Farm,910 638-6857,https://farmlife1231.wixsite.com/barefootcreek,,,,,,,,35.3752209,-79.3346866
Aberdeen Fear Factory,10570 Nc 211 Hwy Aberdeen NC 28315,Haunted House,(910) 460-4074,www.aberdeenfearfactory.com,,,,,,,,35.12193613,-79.39412283
Backwoods Terror Ranch,2990 Sunnyside School Rd Fayetteville NC 28312,Haunted House,(833) 787-4868,www.backwoodsterrorranch.com,,,,,,,,35.02476392,-78.81831163
Devils Playground,8344 Colliers Chapel Church Rd Linden NC 28356,Haunted House,(910) 691-9624,www.devilsplaygroundhaunt.com,,,,,,,,35.23189431,-78.7195267
Fishstrong Fright Nights,3100 Freedom Way Hubert NC 28539,Haunted House,(910) 326-4071,www.fishstrongfrightnights.com,,,,,,,,34.71597501,-77.20787037
Hacker House,188 Hacker House Trl Pilot Mountain NC 27041,Haunted House,(336) 351-3275,www.hackerhouse.com,,,,,,,,36.40598085,-80.46780897
Haunted Forest At Panic Point,2808 Cedar Creek Rd Youngsville NC 27596,Haunted House,(919) 526-8612,www.raleighhauntedhouse.com,,,,,,,,36.02688657,-78.45994316
Lake Hickory Haunts,520 Carolina Ave Hickory NC 28601,Haunted House,(828) 212-1442,www.lakehickoryhaunts.com,,,,,,,,35.76298773,-81.43871044
Nightmare Factory,29 Park Ln # 2 Havelock NC 28532,Haunted House,(252) 444-3327,www.nightmarefactorync.com,,,,,,,,34.88508611,-76.915686
SEA LIFE Charlotte-Concord,"8111 Concord Mills Blvd Concord, North Carolina 28027",Sea Life,(855) 450-0512,https://www.visitsealife.com/charlotte-concord/,,1,,,,,,35.368749,-80.722286
North Carolina Aquarium at Fort Fisher,"900 Loggerhead Rd, Kure Beach, NC 28449",Sea Life,(910) 772-0500,https://www.ncaquariums.com/fort-fisher,,,,,,,,33.9629149,-77.9254669
North Carolina Aquarium at ROANOKE ISLAND,"374 Airport Road, Manteo, NC 27954",Sea Life,(252) 475-2300,https://www.ncaquariums.com/roanoke-island,,,,,,,,35.9175132,-75.7039623
North Carolina Aquarium at PINE KNOLL SHORES,"1 Roosevelt Blvd., Pine Knoll Shores, NC 28512",Sea Life,252-247-4003,https://www.ncaquariums.com/pine-knoll-shores,,,,,,,,34.697697,-76.821524
North Carolina Aquarium at PINE KNOLL SHORES,"7223 South Virginia Dare Trail, Nags Head, NC 27959",Sea Life,(252) 255-1501,https://www.ncaquariums.com/jennettes-pier,,,,,,,,35.9105337,-75.5977514
Topsail Aquarium,"106 N Topsail Drive, Surf City NC",Sea Life,910-515-9751,https://www.topsailaquarium.com,,,,,,,,34.4265109,-77.544811
Airbound Trampoline Park,"4215 W Gate City Blvd, Greensboro, NC 27407",Trampoline Park, (336) 355-1585,https://airboundpark.com/greensboro/,1,1,NA,NA,NA,1,NA,36.03694637,-79.86159566
Airbound Trampoline Park,"7840 North Point Blvd Winston-Salem, NC 27106",Trampoline Park,(336) 896-9100,https://airboundpark.com/winston-salem/,1,1,NA,NA,NA,NA,1,36.15078049,-80.27699589
Altitude Trampoline Park,"1030 Henderson Drive Jacksonville, North Carolina 28540",Trampoline Park,(910) 378-8171,https://www.altitudetrampolinepark.com,1,1,NA,NA,NA,NA,NA,34.780328,-77.42578829
Altitude Trampoline Park,"3940 E Franklin Blvd Gastonia, North Carolina 28056",Trampoline Park,(704) 550-4709,https://www.altitudetrampolinepark.com,1,1,NA,NA,NA,NA,NA,35.25723124,-81.11083659
Big Air Trampoline Park,"2408 Sardis Rd N, Charlotte, NC 28227",Trampoline Park,(704) 246-5233,https://www.bigairusa.com/charlotte,1,1,NA,NA,NA,NA,NA,35.14542384,-80.72706919
Big Air Trampoline Park,"3523B Clemson Blvd, Anderson, SC 29625",Trampoline Park,(864) 900-9787,https://www.bigairusa.com/anderson,1,1,NA,NA,NA,NA,1,34.55099703,-82.67699905
Big Air Trampoline Park,"36 Park Woodruff Dr, Greenville, SC 29607",Trampoline Park,(864) 626-5252,https://www.bigairusa.com/greenville,1,1,NA,NA,NA,NA,NA,34.82195901,-82.29406533
Big Air Trampoline Park,"6421 Hilburn Dr, Raleigh, NC 27613",Trampoline Park,(919) 999-3200,https://www.bigairusa.com/raleigh,1,1,NA,NA,NA,NA,NA,35.86654228,-78.71660812
Big Air Trampoline Park,"660 Spartan Blvd #200, Spartanburg, SC",Trampoline Park,(864) 580-6462,https://www.bigairusa.com/spartanburg,1,1,NA,NA,NA,NA,NA,34.94274083,-81.9958202
Big Air Trampoline Park,"8215 University City Blvd Suite 1A, Charlotte, NC 28213",Trampoline Park,(980) 412-6424,https://www.bigairusa.com/programs/university-city,1,1,NA,NA,NA,NA,NA,35.29444002,-80.74666607
Sky Zone Trampoline Park,"10200 Centrum Pkwy, Pineville, NC 28134",Trampoline Park, (704) 208-4040,https://www.skyzone.com/pineville/,1,1,NA,NA,NA,NA,NA,35.09427509,-80.87639411
Sky Zone Trampoline Park,1275 Haddon Hall Dr.Apex NC 27502,Trampoline Park,(919) 589-8210,https://www.skyzone.com/hickory-nc/,1,1,NA,NA,NA,NA,NA,35.74243248,-78.87163255
Sky Zone Trampoline Park,1572-A Highwoods Blvd Greensboro NC 27410,Trampoline Park,(336) 550-1800,https://www.skyzone.com/greensboro/,1,1,NA,NA,NA,NA,NA,36.11236499,-79.87926306
Sky Zone Trampoline Park,1720 Guess Rd Ste 90 Durham NC 27701,Trampoline Park,(919) 425-0800,https://www.skyzone.com/durham/,1,1,NA,NA,NA,NA,NA,36.01973591,-78.91406071
Sky Zone Trampoline Park,1843 Catawba Valley Blvd SE Hickory NC 28602,Trampoline Park,(828) 222-4144,https://www.skyzone.com/hickory-nc/,1,1,NA,NA,NA,NA,NA,35.70302911,-81.30951408
Sky Zone Trampoline Park,2101 Westinghouse Blvd Suite 111 Raleigh NC 27604,Trampoline Park,(919) 948-4450,https://www.skyzone.com/raleigh/,1,1,NA,NA,NA,NA,NA,35.80837459,-78.59450764
Sky Zone Trampoline Park,361 Westwood Shopping Center Fayetteville NC 28314,Trampoline Park,(910) 302-5400,https://www.skyzone.com/fayetteville/,1,1,NA,NA,NA,NA,NA,35.06703408,-78.95286425
Sky Zone Trampoline Park,6431 Market Street Wilmington NC 28405,Trampoline Park,(910) 444-1002,https://www.skyzone.com/wilmington-nc/,1,1,NA,NA,NA,NA,NA,34.25544516,-77.84419908
Sky Zone Trampoline Park,"7325 Smith Corners Blvd, Charlotte, NC 28269",Trampoline Park,(704) 709-9050,https://www.skyzone.com/northlake/,1,1,NA,NA,NA,NA,NA,35.35218347,-80.84333
Urban Air Trampoline and Adventure Park,"1020 WCC Lane Morrisville, North Carolina 27560",Trampoline Park,(919) 377-9609,https://www.urbanair.com/north-carolina-morrisville/,1,1,1,NA,NA,NA,NA,35.84104695,-78.81699606
Urban Air Trampoline and Adventure Park,"17001 Kenton Dr, Cornelius, NC 28031",Trampoline Park, (704) 800-4699,https://www.urbanair.com/north-carolina-cornelius,1,1,1,NA,NA,NA,NA,35.44685682,-80.89095476
Urban Air Trampoline and Adventure Park,"200 Summit Square Boulevard Winston-Salem, NC 27105",Trampoline Park,336-793-2145,https://www.urbanair.com/north-carolina-winston-salem/,1,1,1,NA,NA,NA,NA,36.18633899,-80.27409282
Urban Air Trampoline and Adventure Park,"2051 Skibo Rd Fayetteville, North Carolina 28314",Trampoline Park,(910) 218-0502,https://www.urbanair.com/north-carolina-fayetteville/,1,1,1,NA,NA,1,NA,35.05513555,-78.97250024
Urban Air Trampoline and Adventure Park,"3202 W Friendly Ave, Greensboro, NC 27408",Trampoline Park,(336) 218-9144,https://www.urbanair.com/north-carolina-greensboro/,1,1,1,NA,NA,NA,NA,36.08385452,-79.83323927
Urban Air Trampoline and Adventure Park,"7810 Poyner Pond Circle Raleigh, North Carolina 27616",Trampoline Park,919-842-3569,https://www.urbanair.com/north-carolina-raleigh/,1,1,1,NA,NA,NA,NA,35.8642942,-78.56897593
Urban Air Trampoline and Adventure Park,"9108 Lawyers Rd, Mint Hill, NC 28227",Trampoline Park, (704) 992-7883,https://www.urbanair.com/north-carolina-mint-hill,1,1,1,NA,NA,NA,NA,35.18762353,-80.69013197
Appalachian Riverboard Co,174 Weaverville Rd # 6 Asheville NC 28804,Water Fun,(828) 352-2155,www.appalachianriverboardcompany.com,,,,,,,,35.64845745,-82.58120861
H2O BX WATERPARK,8526 Caratoke Hwy Powells Point NC 27966,Water Fun,(252) 491-3000,www.h2obxwaterpark.com,,,,,,,,36.10978541,-75.82433609
Lion Water Adventure,2602 W Vernon Ave Kinston NC 28504,Water Fun,(252) 939-1330,www.lionswateradventure.com,,,,,,,,35.26869426,-77.61779355
Masonboro Watersports,"613 Trails End Rd, Wilmington, NC 28409",Water Fun,(910) 665-9410,http://masonborowatersports.com,,,,,,,,34.156399,-77.858566
Splash Pad,900 S Main St Fuquay Varina NC 27526,Water Fun,(919) 552-1430,www.fuquay-varina.org,,,,,,,,35.57203792,-78.8006726
Wahoo's Adventures,3380 Big Hill Rd Todd NC 28684,Water Fun,(828) 262-5774,www.https://wahoosadventures.com,,,,,,,,36.3072637,-81.5947448
Wet'n Wild Emerald Pointe,3910 S Holden Rd Greensboro NC 27406,Water Fun,(336) 852-9721,www.emeraldpointe.com,,,,,,,,36.00846426,-79.83636812
White Lake Water Park,192 Highway 53 E Elizabethtown NC 28337,Water Fun,(910) 872-0035,www.whitelakewaterpark.com,,,,,,,,34.64825703,-78.52035143
Little Rascals Pony Rides,365 Haughton Williams Rd Franklin NC 28734,Zoo & Petting,(828) 421-3308,https://little-rascals-pony-rides-and-petting-zoo.ueniweb.com,,1,,,,,,35.21576888,-83.4269158
Why Not An American Ark,3224 Medlin Rd Monroe NC 28112,Zoo & Petting,(704) 226-5406,www.wnaaa.com,,1,,,,,,34.96583649,-80.52504389
Tiger World,"4400 Cook Rd, Rockwell, NC 28138",Zoo & Petting,(704) 279-6363,https://tigerworld.us,,1,,,,,,35.549074,-80.494939
Darby Acres Farm,"Hutchinson Ln, Charlotte, NC, 28216 (check website) ",Zoo & Petting,704-738-4444,https://www.darbyacresfarm.com,,1,,,,,,35.316733,-80.926593
Darby Safari,"Kelly Rd, Charlotte, NC, 28216 (check website) ",Zoo & Petting,704-738-4445,https://www.darbyacresfarm.com,,1,,,,,,35.315795,-80.91464
Friends of Western North Carolina Nature Center,"75 Gashes Creek Road Asheville, NC 28805",Zoo & Petting,828-259-8080,https://wildwnc.org,,1,,,,,,35.5794625,-82.4937685
It's A Zoo Life,"4313 NC-42, Macclesfield, NC 27852",Zoo & Petting,252 266 7974,https://www.itsazoolife.com,,1,,,,,,35.750972,-77.670582
Crandall Bowles Children's Farm,"2573 Lake Haigler Drive, Fort Mill SC 29715",Zoo & Petting,803.547.1019,https://www.ascgreenway.org/play/childrens-farm/,,1,,,,,,34.897292,-80.883788
Amazing Acres Farm,732 Piney Grove Wilbon Rd Holly Springs NC 27540,Zoo & Petting,(919) 349-7153,www.getoutsideandlearn.com,,,,,,,,35.63252424,-78.8405745
Aloha Safari Zoo,159 Mini Ln Cameron NC 28326,Zoo & Petting,(919) 770-7109,www.alohasafaripark.com,,,,,,,,35.31781969,-79.11343756
Circle M Livestock,"117 Doris Dr, Shelby, NC 28152",Zoo & Petting,(704) 300-6162,https://circlemsafaripark.com,,,,,,,,35.28126,-81.605766
Lazy 5 Ranch,15100 Mooresville Rd Mooresville NC 28115,Zoo & Petting,(704) 663-5100,www.thelazy5ranch.com,,,,,,,,35.62211742,-80.71491396
Lynnwood Park Zoo,1071 Wells Rd Jacksonville NC 28540,Zoo & Petting,(910) 938-5848,www.lynnwoodparkzoo.com,,,,,,,,34.79815777,-77.49616873
North Carolina Zoo,4401 Zoo Pkwy Asheboro NC 27205,Zoo & Petting,(336) 879-7000,www.nczoo.org,,,,,,,,35.63330616,-79.78233969
Barnyard Animals Petting Zoo,448 Pilch Rd Troutman NC 28166,Zoo & Petting,(704) 245-6446,www.zootasticpark.com,,,,,,,,35.69788978,-80.84505266
A Zoo 2 You Mobile Petting Zoo,"5727 S Rocky River Rd, Monroe, NC 28112",Zoo & Petting,(980) 210-4154,https://azoo2you.com,,,,,,,,34.865618,-80.614998
Rowan Wildlife Adventures," 570 Seth Murdoch Rd, Salisbury, NC 28146",Zoo & Petting,(704) 216-7819,https://www.rowancountync.gov/183/Rowan-Wild-at-Dan-Nicholas-Park,,,,,,,,35.635592,-80.349535
Carolina Raptor Center,"6000 Sample Road, Huntersville, NC 28078",Zoo & Petting,(704) 875-6521,https://carolinaraptorcenter.org,,,,,,,,35.350341,-80.9183292
Mildred the Bear Wildlife Habitats,"2050 Blowing Rock Highway, Linville, NC 28646",Zoo & Petting,800-468-7325,https://grandfather.com/visit/things-to-do/wildlife-habitats/,,,,,,,,36.0971058,-81.8224382
"Kernersville Reptile Zoo, Medical Center & Pet Store",821 S Main St Kernersville NC 27284,Zoo & Petting,336 749 3250,https://free-4540217.webadorsite.com,,,,,,,,35.5933058,-82.5827901
Greensboro Science Center,"4301 Lawndale Dr, Greensboro, NC 27455",Zoo & Petting,(336) 288-3769,https://www.greensboroscience.org,,,,,,,,36.1300042,-79.8337793
Animal Park at the Conservators Center,"676 E. Hughes Mill Rd Burlington, NC 27217",Zoo & Petting,336-421-0883,https://animalparknc.org,,,,,,,,36.254053,-79.306631
Reptile Lagoon,"3346 US-301, Hamer, SC 29547",Zoo & Petting,(843) 774-2411,https://www.sobpedro.com/attractions/reptile-lagoon,,,,,,,,34.4964667,-79.3110941
Parkton Animal Oasis,"1585 Armory Rd, Parkton, NC 28371",Zoo & Petting,910-265-1937_,https://www.parkton-animal-oasis.com,,,,,,,,34.910507,-79.011579
Lynnwood Park Zoo,"1071 Wells Road, Jacksonville, NC 28540",Zoo & Petting,(910) 938-5848,https://lynnwoodparkzoo.com,,,,,,,,34.798805,-77.49595
Raleigh mobile zoo & pony rides,"7716 Tuscan Ridge Dr, Wendell, NC 27591",Zoo & Petting,919-266-1682,https://magicbydavid.com/pony-rides-and-mobile-petting-zoo/,,,,,,,,35.740524,-78.40321
Broadway Zoological Park,1096 Patterson Rd Broadway NC 27505,Zoo & Petting,919-258-0111,https://broadwayzoologicalpark.com,,,,,,,,35.443577,-78.983366
Great Wolf Lodge Water Park | Concord,"10175 Weddington Road, Concord NC 28027",Water Fun,866.925.9653 ,https://www.greatwolf.com,1,1,NA,NA,NA,1,NA,35.36292454,-80.71355849
